OaSIS Code - Final,OaSIS Label - Final,Automation,Competition,Consequence of Error,Freedom to Make Decisions,Frequency of Decision Making,Impact of Decisions,Pace Determined by Speed of Equipment,Precision,Structured versus Unstructured Work,Tasks Repetition,Time Pressure,Time Pressure2,Work Schedule,Work Week Duration,Biological Agents,Dangerous Chemical Substances,Extremely Bright or Inadequate Lighting,Extreme Temperatures,Hazardous Conditions,"Hazardous Equipment, Machinery, Tools",High Places,In an Enclosed Vehicle or Equipment,In an Enclosed Vehicle or Equipment3,In an Open Vehicle or Equipment,In an Open Vehicle or Equipment4,"Indoors, Environmentally Controlled","Indoors, Environmentally Controlled5","Indoors, Not Environmentally Controlled","Indoors, Not Environmentally Controlled6","Outside, Exposed to Weather","Outside, Exposed to Weather7","Outside, Under Cover","Outside, Under Cover8",Physical Proximity,Radiation,Sound and Noise,Sound and Noise 9,Specialized Safety Equipment,Standard Safety Equipment,Vibration,Skin Injury,Bending or Twisting the Body,Climbing,"Cramped Work Space, Awkward Positions",Handling Material Manually,Keeping or Regaining Balance,Making Repetitive Motions,Sitting,Standing,Walking and Running,Conflict Situations,Contact With Others,Contact With Others10,Coordinating or Leading Others,Deal With External Customers,Deal With Physically Aggressive People,Dealing With Unpleasant or Angry People,Electronic Mail,Face-to-Face Discussions,Written Communications,Public Speaking,Responsibility for Outcomes and Results of Other Workers,Responsible for Others' Health and Safety,Telephone,Work With Work Group or Team,Work With Work Group or Team11
14201.03,Other financial clerks,2,3,3,3,3,3,1,5,3,4,4,3,1,2,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,0,1,1,0,0,0,0,1,0,0,2,0,3,4,2,1,2,4,5,3,4,1,2,5,4,3,0,3,0,4,3,3
14202.00,Collection clerks,2,4,3,2,3,2,1,2,2,4,3,4,1,2,0,0,0,1,0,0,0,1,1,0,0,5,4,0,0,0,0,0,0,3,0,2,1,0,0,0,0,1,0,0,2,0,3,4,1,1,5,4,5,3,4,2,5,3,3,4,1,3,2,4,2,2
14300.00,Library assistants and clerks,2,1,1,3,3,1,1,2,2,4,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,0,2,1,0,0,0,1,3,0,0,4,1,4,3,3,3,2,3,5,3,4,0,2,4,4,2,2,2,2,3,3,3
14301.01,Classified advertising clerks,1,3,2,3,3,1,0,3,2,4,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,0,2,1,0,0,0,0,1,0,0,2,0,3,4,2,1,2,3,5,2,4,0,2,3,4,4,1,3,2,3,3,3
14301.02,Correspondence clerks,1,3,2,3,3,2,1,4,3,4,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,5,5,1,1,0,0,0,0,3,0,2,1,0,0,0,0,1,0,0,2,0,3,4,2,1,2,4,4,2,4,0,2,4,4,4,1,3,1,3,3,3
14301.03,Proofreaders and editorial assistants,1,2,1,3,3,2,0,5,2,4,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,0,1,1,0,0,0,0,1,0,0,1,0,4,5,0,0,1,4,2,3,3,0,1,4,3,3,0,3,0,3,3,3
14301.04,Readers and press clippers,1,1,1,3,3,2,1,3,2,4,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,0,1,1,0,0,0,0,1,0,0,1,0,4,5,0,0,1,3,2,1,2,0,1,4,3,2,0,2,0,3,1,2
14301.05,Regulatory clerks,1,3,2,3,3,3,1,4,2,4,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,0,2,1,0,0,0,0,1,0,0,2,0,4,4,2,2,2,4,4,3,4,1,3,4,4,4,1,3,1,3,3,3
14400.00,Shippers and receivers,3,2,2,3,2,2,3,4,3,4,4,3,1,2,0,1,1,2,1,1,1,1,1,1,1,2,2,4,4,1,1,1,1,3,0,3,2,1,3,0,2,3,1,1,4,1,3,3,3,3,2,4,4,3,4,1,2,3,4,2,0,4,3,3,3,3
14401.00,Storekeepers and partspersons,2,3,2,3,3,2,1,3,3,3,3,4,1,2,0,2,1,2,1,2,1,1,1,1,1,4,3,2,2,1,1,1,1,4,0,3,1,0,2,1,1,3,1,1,4,1,3,2,4,3,2,4,5,3,4,1,2,3,4,3,0,3,2,3,4,3
14402.00,Production logistics workers,2,3,2,3,3,3,3,4,3,4,3,3,1,2,0,1,1,1,1,0,0,1,1,0,0,4,4,2,1,1,1,0,0,3,0,3,1,0,2,0,1,1,0,1,3,0,3,3,3,3,2,4,5,4,4,0,2,4,3,3,2,4,2,5,4,5
14403.01,Purchasing control workers,1,3,2,3,3,3,1,4,3,4,3,4,1,2,1,1,1,0,0,0,0,0,0,0,0,4,4,1,1,0,0,0,0,3,0,2,1,0,0,0,1,1,0,1,2,0,2,4,1,1,2,4,4,4,4,0,1,4,3,3,1,2,2,5,3,3
14403.02,Inventory control workers,2,2,1,2,2,2,3,4,2,4,3,4,1,2,1,1,1,2,1,1,1,1,1,1,1,4,4,3,3,2,2,1,1,3,0,3,1,1,3,1,1,2,2,1,4,1,4,3,3,3,2,4,4,3,3,0,2,4,4,4,1,2,2,3,3,3
14404.00,Dispatchers,2,2,3,2,4,3,1,5,2,4,3,4,1,2,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,0,2,2,0,0,0,0,1,0,0,1,0,4,4,1,1,3,5,5,4,5,0,3,4,3,3,1,4,3,5,3,4
14405.00,Transportation route and crew schedulers,2,2,2,3,3,4,1,4,2,4,3,4,1,2,0,0,1,1,0,0,0,1,1,0,0,4,4,1,1,1,1,0,0,3,0,2,2,0,1,0,0,1,0,0,3,0,3,5,1,1,2,5,5,4,5,0,2,4,4,3,1,4,3,5,4,4
20010.00,Engineering managers,2,4,4,4,4,4,0,5,4,2,4,5,1,3,0,1,1,1,1,1,1,0,0,0,0,5,5,1,1,1,1,1,1,3,0,2,2,0,1,0,1,1,1,0,1,1,1,4,2,2,2,5,4,4,4,0,2,5,4,4,2,5,4,4,4,4
20011.01,Architecture and urban planning managers,2,3,3,4,4,4,0,5,4,2,3,4,1,3,0,0,1,1,1,1,0,2,2,0,0,5,5,1,1,1,1,1,1,3,0,2,2,0,2,0,1,1,0,0,2,0,2,4,1,1,2,4,4,4,4,0,2,5,4,3,3,5,3,4,4,4
20011.02,Science Managers,2,3,3,4,4,4,0,5,4,2,3,4,1,3,1,2,1,1,1,1,0,0,0,0,0,5,5,1,1,0,0,0,0,3,0,2,2,0,2,0,1,1,0,0,1,0,2,4,1,1,2,4,4,4,4,0,2,5,4,3,3,5,3,4,4,4
20012.00,Computer and information systems managers,2,3,3,4,4,4,0,4,4,3,3,4,1,3,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,0,1,1,0,0,0,0,1,0,0,2,1,2,4,1,2,3,4,4,4,3,0,2,5,5,2,2,5,3,4,4,4
21100.01,Physicists,2,3,2,4,3,3,1,5,4,2,3,3,1,2,1,2,1,0,2,2,0,1,1,0,0,5,5,1,1,1,1,1,1,3,2,2,2,2,3,1,1,2,1,2,2,1,2,4,2,1,2,3,3,4,3,0,2,4,3,3,3,3,3,4,3,3
21100.02,Astronomers,2,4,1,4,2,3,2,5,4,2,3,3,1,2,0,0,1,1,0,0,1,0,0,0,0,4,4,1,1,1,1,1,1,3,0,1,1,0,0,0,0,1,1,0,2,1,2,4,2,1,1,3,3,4,3,0,1,4,3,3,3,3,1,3,3,3
21101.00,Chemists,1,3,2,3,3,3,1,5,4,3,4,3,1,2,1,4,0,0,3,1,0,1,1,0,0,5,5,1,1,1,1,1,1,3,1,2,2,2,4,0,1,2,0,0,3,1,3,3,3,2,1,3,3,3,3,0,0,4,3,3,1,3,3,3,3,3
21102.01,Geoscientists,1,3,2,3,3,3,2,4,4,3,3,3,2,2,0,2,1,2,1,2,1,2,1,1,1,3,3,2,2,3,2,2,2,3,0,2,2,1,3,1,1,1,0,1,2,1,2,3,3,2,2,3,3,3,3,0,1,4,3,3,1,3,2,3,3,3
21102.02,Oceanographers,1,3,2,3,2,3,1,4,4,3,3,3,1,2,1,1,1,2,1,1,1,2,2,1,1,3,3,2,2,2,2,1,1,3,1,1,1,1,2,0,1,1,0,1,2,1,2,4,2,2,1,3,3,3,3,0,1,4,3,3,2,3,3,3,3,4
21103.00,Meteorologists and climatologists,2,3,3,4,3,3,1,4,4,3,3,4,1,2,0,0,1,1,0,0,0,1,1,0,0,5,5,1,1,1,1,0,0,3,0,2,1,0,0,0,0,1,0,0,2,0,3,5,2,1,1,3,3,3,3,0,1,4,3,3,2,3,3,4,3,4
21109.01,Metallurgists,2,4,2,3,2,3,1,4,4,2,3,3,1,3,0,2,1,1,2,2,0,0,0,0,0,5,5,1,1,0,0,0,0,3,1,1,1,1,3,0,2,1,0,1,3,0,1,4,2,1,2,3,3,3,2,0,1,4,3,3,2,3,4,4,3,3
21109.02,Materials scientists,1,4,2,3,2,3,1,4,4,2,3,3,1,3,0,2,1,1,2,2,0,0,0,0,0,5,5,1,1,0,0,0,0,3,1,1,1,1,3,0,1,1,0,1,3,0,1,4,2,1,2,3,3,3,2,0,1,4,3,2,2,3,4,3,3,3
21109.03,Soil scientists,1,3,2,4,3,3,1,4,4,3,3,3,1,2,1,2,1,2,1,2,0,3,1,2,1,3,3,2,2,3,2,2,2,3,1,2,2,1,2,0,1,1,0,1,3,1,2,3,3,1,1,3,3,3,3,0,1,4,3,3,2,3,3,4,3,3
21109.04,Astronauts,2,5,5,3,3,5,3,5,2,3,3,4,2,3,1,2,3,1,2,2,3,4,4,0,0,5,5,1,1,1,1,1,1,4,2,3,2,3,3,2,2,3,1,3,3,1,2,3,3,3,2,4,3,4,2,0,1,4,3,2,1,5,5,4,5,5
21110.01,Biologists,1,3,3,4,3,3,1,4,4,2,3,4,1,2,3,2,1,1,1,1,0,3,1,2,1,4,4,2,2,3,2,2,2,3,1,2,2,1,2,0,1,1,0,1,2,1,2,3,2,2,1,4,4,4,3,0,1,4,3,3,2,4,4,4,4,4
21110.02,Microbiologists and cell and molecular biologists,2,3,3,3,2,3,1,5,4,3,3,4,1,3,3,3,0,0,2,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,1,2,2,1,4,0,1,1,0,0,4,0,3,3,3,1,1,4,4,4,3,0,1,4,3,3,2,4,4,4,4,4
21111.00,Forestry professionals,1,3,2,3,3,3,1,4,4,3,3,3,2,2,0,2,2,2,1,2,2,3,2,2,2,3,3,2,2,3,3,2,1,3,0,3,3,1,4,1,2,2,1,1,2,2,3,3,3,3,2,4,4,4,4,0,2,4,3,3,1,3,4,4,4,3
21112.00,"Agricultural representatives, consultants and specialists",1,3,2,3,3,3,1,3,4,3,3,3,2,3,2,2,2,2,1,1,0,3,2,1,1,3,3,2,2,2,2,2,2,3,0,2,2,0,1,0,2,1,0,1,2,1,2,3,2,2,2,4,4,5,5,0,2,4,3,3,2,3,3,4,3,3
21120.00,Public and environmental health and safety professionals,1,3,3,3,3,3,0,3,3,3,3,4,1,2,2,2,1,2,2,2,1,2,2,1,1,4,4,1,1,2,2,2,2,3,1,2,2,2,3,0,1,1,1,1,1,0,2,3,2,2,2,4,4,3,3,1,2,4,4,3,2,3,4,4,2,2
21200.00,Architects,2,4,4,4,4,4,0,5,4,3,4,4,1,3,0,1,2,2,1,2,1,3,1,1,1,4,4,2,2,2,2,2,2,3,0,3,3,1,2,1,1,1,1,1,2,1,3,4,2,2,2,4,4,4,4,0,3,4,4,3,2,3,4,4,4,3
21201.00,Landscape architects,1,4,2,3,3,3,1,4,4,3,3,4,1,3,0,1,1,1,1,1,0,2,1,0,0,4,4,1,1,2,2,1,1,3,0,1,1,0,1,1,1,1,0,0,3,0,2,4,2,2,2,4,4,4,4,0,1,4,4,3,2,3,3,4,4,3
21202.00,Urban and land use planners,1,3,2,4,4,4,0,4,4,2,4,4,1,2,0,1,1,1,0,0,0,2,1,0,0,4,4,1,1,1,1,1,1,3,0,1,1,0,1,0,0,1,0,0,1,0,1,4,2,1,3,4,4,4,5,0,2,4,4,3,2,4,2,4,4,4
21203.00,Land surveyors,1,3,2,3,3,3,1,4,3,3,4,3,1,2,0,2,2,3,1,2,1,3,2,1,1,2,2,2,2,4,4,1,1,3,0,3,2,1,3,1,2,3,1,1,4,2,3,2,3,3,2,4,4,3,4,0,1,4,4,3,2,3,4,4,2,3
21210.01,Mathematicians,2,4,2,4,3,3,0,5,4,3,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,0,2,2,0,0,0,0,1,0,0,0,1,2,4,2,1,1,4,3,3,2,0,1,4,3,2,2,2,1,3,3,3
21210.02,Statisticians,2,3,2,4,3,3,0,5,4,3,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,0,2,2,0,0,0,0,1,0,0,0,1,2,4,2,1,1,4,3,3,2,0,1,4,3,3,2,3,0,3,4,3
21210.03,Actuaries,1,4,2,3,3,3,0,5,3,3,4,4,1,2,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,0,1,1,0,0,0,0,1,0,0,1,0,1,5,1,0,2,4,3,3,3,0,1,4,3,3,2,3,0,3,4,3
21211.00,Data scientists,1,3,1,3,3,3,2,4,3,3,3,4,1,2,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,0,1,1,0,0,0,0,1,0,0,3,0,3,5,1,1,2,4,3,3,2,0,1,4,3,3,1,3,0,3,3,3
21220.00,Cybersecurity specialists,1,3,2,3,3,4,0,4,3,1,3,4,1,2,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,0,1,1,0,0,0,0,1,0,0,1,0,1,4,1,1,2,4,3,3,3,0,1,4,3,3,1,3,0,4,4,4
21221.00,Business system specialists,2,3,2,3,2,3,0,4,3,3,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,0,1,1,0,0,0,0,1,0,0,4,0,3,4,1,1,2,4,3,4,4,0,2,4,3,3,2,4,1,4,4,4
21222.00,Information systems specialists,2,4,2,3,4,3,0,4,3,3,3,4,1,2,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,0,1,1,0,0,0,0,1,0,0,1,0,2,4,2,2,2,4,3,4,4,0,2,4,3,3,3,4,1,4,3,4
21223.01,Database analysts,2,3,1,3,3,3,0,4,3,3,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,0,1,1,0,0,0,0,1,0,0,1,0,3,5,1,1,2,4,3,3,2,0,1,4,3,3,1,3,0,3,3,4
21223.02,Data administrators,2,3,1,3,3,3,0,4,3,2,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,0,1,1,0,0,0,0,1,0,0,1,0,2,5,1,1,1,4,3,4,2,0,1,4,3,3,1,3,0,4,3,3
21230.00,Computer systems developers and programmers,1,4,2,2,2,2,0,4,3,3,3,4,1,2,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,0,2,1,0,0,0,0,1,0,0,3,0,3,5,1,0,1,4,3,3,2,0,1,4,3,1,1,3,0,2,4,3
21231.00,Software engineers and designers,2,4,2,4,3,3,0,4,3,3,3,4,1,2,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,0,2,2,0,0,0,0,1,0,0,1,0,3,4,1,1,1,4,3,4,3,0,1,4,3,3,1,3,0,3,4,5
21232.00,Software developers and programmers,1,4,2,3,2,3,0,4,3,3,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,0,2,2,0,0,0,0,1,0,0,4,0,3,5,1,0,1,4,3,3,2,0,1,4,3,2,1,3,0,3,4,4
21233.00,Web designers,1,4,2,3,3,3,0,3,3,3,3,4,1,2,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,0,2,2,0,0,0,0,1,0,0,4,0,3,5,1,1,2,4,3,3,4,0,2,4,3,2,1,3,0,3,3,4
21234.00,Web developers and programmers,1,4,2,3,2,3,0,4,3,3,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,0,2,2,0,0,0,0,1,0,0,2,0,4,5,1,1,2,4,3,3,2,0,2,4,3,2,1,3,0,3,3,4
21300.00,Civil engineers,1,4,3,3,3,3,1,4,4,2,3,4,1,2,0,1,1,1,1,2,1,2,1,0,0,4,3,2,1,2,2,2,1,3,0,2,2,1,2,0,1,1,1,1,2,1,2,3,2,2,2,4,4,4,3,0,1,4,4,3,2,3,3,4,4,4
21301.00,Mechanical engineers,1,4,3,3,3,3,1,5,3,2,3,4,1,3,0,1,1,1,1,2,1,1,1,1,1,4,4,2,2,1,1,1,1,3,0,2,1,1,3,1,1,1,1,1,2,1,2,3,2,2,2,4,4,4,3,0,2,4,4,3,2,4,3,4,3,4
21310.00,Electrical and electronics engineers,1,4,3,3,3,3,1,5,3,2,3,4,1,2,0,0,1,1,2,2,1,0,0,0,0,5,5,1,1,1,1,1,1,3,0,2,1,0,2,0,1,1,1,2,2,0,2,4,2,1,1,4,3,4,4,0,1,4,4,3,2,4,3,4,4,5
21311.01,Computer and telecommunications hardware engineers,1,4,2,3,3,3,1,4,4,3,3,4,1,3,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,0,2,1,0,1,0,1,1,0,0,1,0,3,4,1,1,2,4,3,2,3,0,0,4,4,3,2,4,2,3,4,4
21311.02,Network system and data communication engineers,1,4,2,4,3,3,1,4,4,2,3,4,1,2,0,0,0,0,0,0,0,0,0,0,0,5,5,1,1,0,0,0,0,3,0,1,1,0,0,0,0,1,0,1,1,0,2,4,2,1,2,3,3,4,3,0,1,4,4,3,2,3,2,3,3,4
21320.00,Chemical engineers,2,4,3,3,3,3,1,5,3,3,3,4,1,3,1,3,1,1,2,2,1,0,0,0,0,5,5,1,1,1,1,1,1,3,0,2,2,1,3,0,1,1,1,1,2,0,2,4,2,2,2,4,3,4,3,0,1,4,4,3,2,3,4,4,4,4
21321.00,Industrial and manufacturing engineers,2,3,2,3,3,3,1,4,3,3,4,4,1,3,0,1,1,1,1,2,1,1,1,0,0,4,4,2,2,1,1,1,1,3,0,3,2,1,3,1,1,1,1,1,2,1,2,3,2,2,2,4,3,4,3,0,1,4,3,3,2,3,3,4,4,4
21322.00,Metallurgical and materials engineers,1,3,2,3,3,3,1,4,4,2,3,3,1,3,0,2,1,1,2,2,0,1,1,0,0,4,4,2,2,1,1,1,1,3,1,2,2,1,3,1,1,1,0,1,2,1,2,4,2,2,1,4,3,3,3,0,1,4,3,3,2,3,3,4,4,4
21330.00,Mining engineers,1,3,3,3,3,3,1,5,3,3,3,4,1,3,1,2,2,2,2,2,1,1,1,0,0,4,4,1,1,2,2,1,1,3,0,2,2,1,3,1,1,1,1,1,2,1,2,4,2,2,2,4,3,4,3,0,1,4,3,3,2,4,4,3,4,3
21331.00,Geological engineers,1,3,3,3,3,3,1,5,3,2,3,4,1,2,0,2,2,2,1,2,1,2,2,0,0,3,3,0,0,3,2,1,1,3,0,2,2,1,3,0,1,1,0,1,2,1,2,4,2,2,2,4,3,4,3,0,2,4,4,3,1,3,3,3,4,4
21332.00,Petroleum engineers,1,3,3,4,3,3,1,5,3,2,4,4,1,3,0,3,1,2,1,2,1,2,2,0,0,4,4,1,1,2,2,1,1,3,0,2,2,1,1,1,1,1,1,0,2,1,2,4,2,2,2,4,3,3,3,0,1,4,3,3,2,3,4,3,4,3
21390.00,Aerospace engineers,1,3,4,3,3,3,1,5,4,2,4,4,1,2,0,1,1,1,1,2,0,1,1,0,0,5,5,2,1,0,0,0,0,3,0,2,2,1,2,0,1,1,1,0,2,1,2,4,2,2,2,4,3,4,3,0,1,5,3,3,2,4,3,3,4,5
21399.01,Agricultural and bio-resource engineers,1,3,2,3,3,4,1,5,4,2,3,3,1,3,1,3,1,1,1,2,1,3,2,1,1,4,4,2,2,2,2,2,2,3,0,2,1,1,2,0,1,1,1,1,2,0,2,4,2,2,2,4,3,4,3,0,1,4,3,3,2,3,3,3,4,4
21399.02,Biomedical engineers,1,3,2,3,3,4,1,5,4,2,3,4,1,2,2,3,0,0,1,2,0,0,0,0,0,5,5,0,0,0,0,0,0,3,1,1,1,1,2,0,1,1,0,0,2,0,2,4,2,2,2,4,3,4,3,0,1,4,3,3,2,4,4,3,4,5
21399.03,Engineering physicists and engineering scientists,1,3,2,3,3,3,1,5,3,3,3,3,1,3,0,1,0,0,1,2,0,0,0,0,0,5,5,1,1,1,1,1,1,3,1,2,2,1,3,0,1,1,0,1,2,0,1,4,2,2,2,4,3,4,3,0,1,4,3,3,2,3,3,3,3,4
21399.04,Marine and naval engineers,1,3,3,3,3,4,1,5,4,2,3,4,1,3,1,2,2,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,3,0,3,3,1,3,1,1,2,1,1,2,1,2,3,2,2,2,4,3,4,3,0,1,4,3,3,2,3,3,4,4,4
21399.05,Textile engineers,1,3,2,3,3,3,2,5,3,2,3,3,1,2,0,3,1,1,1,2,1,0,0,0,0,4,4,1,1,0,0,0,0,3,0,3,2,1,3,0,1,1,1,1,2,0,2,3,2,2,2,4,3,4,3,0,1,4,3,3,2,3,3,3,3,3
22100.01,Chemical technologists,1,3,4,3,3,3,4,5,3,4,3,3,1,2,1,4,1,1,4,1,1,0,0,1,1,5,5,1,1,0,0,0,0,3,1,2,2,2,5,0,1,2,0,1,4,1,3,3,3,3,2,4,3,4,2,0,1,3,4,2,1,3,4,4,3,4
22100.02,Chemical technicians,1,3,3,3,3,2,4,4,2,4,3,3,1,2,1,4,1,1,4,1,1,0,0,1,1,4,4,1,1,1,1,1,1,3,1,3,2,2,5,0,1,2,0,1,4,1,3,2,3,3,2,4,3,3,2,0,2,3,4,3,1,2,4,4,3,4
22101.01,Geological and mineral technologists,2,3,3,3,3,3,2,4,3,3,3,4,1,2,0,3,2,2,3,3,1,1,1,1,1,3,3,1,1,3,2,1,1,3,1,2,2,1,3,1,2,1,0,1,3,1,3,3,3,3,2,4,3,4,3,0,2,4,4,3,2,3,3,4,3,3
22101.02,Geological and mineral technicians,2,3,2,3,2,2,2,4,2,3,3,4,1,2,0,2,2,2,3,3,1,1,1,1,1,3,3,1,1,3,2,1,1,3,1,2,2,1,3,1,2,1,0,1,3,1,3,3,3,2,1,4,3,3,3,0,1,4,4,3,1,3,3,4,3,3
22110.01,Biological technologists,1,3,3,3,3,3,2,4,3,3,3,3,1,2,4,3,2,2,2,1,0,3,1,1,1,3,3,1,1,3,2,1,1,3,0,2,2,1,3,0,1,1,0,1,4,1,2,3,3,3,2,4,3,4,3,0,1,3,4,3,2,3,3,4,3,4
22110.02,Biological technicians,1,3,2,2,3,2,2,4,2,3,3,3,1,2,4,2,2,2,2,1,1,3,1,1,1,3,3,1,1,3,2,1,1,3,0,2,2,1,3,0,1,1,0,1,4,1,3,3,3,3,2,4,4,3,2,0,1,3,4,3,1,3,3,4,3,4
22111.01,Fish and fish products inspectors,1,3,2,3,3,3,3,4,3,4,3,3,1,2,3,3,2,3,1,1,1,2,1,0,0,4,2,3,2,3,2,2,1,3,0,3,2,1,3,0,2,3,1,1,4,1,3,2,4,3,3,4,3,4,4,1,2,4,4,3,1,3,4,3,3,2
22111.02,Fruit and vegetables inspectors,1,3,2,3,3,3,3,4,3,4,3,3,1,2,2,3,2,2,1,1,1,2,1,0,0,3,2,3,2,3,2,2,1,3,0,2,1,1,2,0,1,3,1,1,4,1,3,2,4,3,3,4,3,4,4,1,2,4,4,3,1,3,4,3,3,2
22111.03,Grain inspectors,1,3,2,3,3,3,3,4,3,4,3,3,1,2,2,3,2,2,1,1,1,2,1,0,0,3,2,3,2,3,2,2,1,3,0,2,1,1,2,0,1,3,1,1,4,1,3,2,4,3,3,4,3,4,4,1,2,4,4,3,1,3,4,3,3,2
22111.04,Meat inspectors,1,3,2,3,3,3,3,4,3,4,3,3,1,2,3,3,2,3,1,1,1,2,1,0,0,4,2,3,2,3,2,2,1,3,0,3,2,1,4,0,2,3,1,1,4,1,3,2,4,3,3,4,3,4,4,1,2,4,4,3,1,3,4,3,3,2
22111.05,Plant protection inspectors,1,3,2,3,4,3,3,4,3,4,3,3,1,2,3,3,2,3,1,1,1,2,1,0,0,4,2,3,2,3,2,2,1,4,0,3,2,1,3,0,2,3,1,1,4,1,3,2,4,3,3,4,3,4,4,1,2,4,4,3,2,3,4,3,3,2
22112.00,Forestry technologists and technicians,2,3,3,3,3,3,2,4,3,3,3,3,2,2,0,2,2,2,2,2,2,3,2,2,2,3,3,3,2,3,3,3,2,3,0,3,3,2,3,1,3,3,1,2,3,2,3,2,3,3,2,4,4,4,4,0,2,4,4,3,2,3,4,4,3,3
22113.00,Conservation and fishery officers,1,3,3,4,3,3,2,3,4,3,3,3,2,3,1,2,2,3,1,2,1,4,3,2,2,2,2,2,2,5,5,2,2,4,0,3,3,1,2,1,3,2,1,1,3,2,2,3,3,3,3,4,4,4,5,1,3,4,4,3,2,3,4,4,3,4
22114.01,Arborists and tree service technicians,0,3,3,3,3,2,2,3,3,3,4,4,2,2,0,3,2,3,2,3,4,3,2,2,2,2,1,1,1,5,5,1,1,4,0,4,4,4,5,3,4,4,3,2,4,3,4,1,4,3,2,4,3,3,3,0,1,3,4,1,1,4,4,4,3,3
22114.02,Golf course superintendents,2,4,2,4,4,4,2,3,4,3,4,4,3,3,0,3,2,3,1,2,0,2,2,2,2,3,2,3,2,4,4,3,2,4,0,3,3,1,3,1,1,3,0,1,3,1,3,3,3,2,3,4,4,4,3,1,3,3,4,2,1,4,3,4,4,3
22114.03,Horticulturists,1,3,2,3,3,3,1,4,4,3,3,4,1,2,1,3,2,3,2,3,1,2,2,1,1,2,1,3,3,4,4,1,1,3,0,3,2,1,3,1,3,2,1,1,3,1,3,1,4,3,2,4,3,4,4,0,2,3,4,3,1,4,4,3,3,3
22114.04,Landscape designers and landscape architectural technicians and technologists,3,3,2,3,3,3,1,3,2,3,3,4,1,2,0,0,1,1,1,0,1,1,1,0,0,4,4,0,0,2,2,1,1,3,0,1,1,0,1,0,0,1,0,0,2,2,2,4,2,2,1,4,3,3,3,0,1,4,4,2,2,3,1,3,3,3
22114.05,Landscape gardeners,1,3,1,2,1,2,1,2,1,2,3,3,3,3,0,3,2,3,1,3,0,1,1,1,1,1,1,0,0,5,5,1,1,2,0,2,2,1,5,2,2,3,1,1,4,2,2,1,3,2,0,4,2,0,2,0,1,3,4,0,0,2,2,2,4,2
22114.06,Landscapers,1,3,1,3,2,3,1,2,3,2,3,3,3,3,0,3,2,3,2,3,0,1,1,2,2,1,1,0,0,5,5,1,1,2,0,2,2,1,5,2,2,3,1,1,4,2,2,1,3,2,2,4,2,1,3,0,1,3,3,1,0,2,2,3,3,3
22114.07,Lawn care specialists,1,3,3,3,4,3,2,3,3,4,4,3,2,2,0,4,2,3,2,3,0,4,2,0,0,1,1,1,1,5,5,0,0,2,0,3,3,1,4,2,3,3,0,2,4,2,3,3,3,3,2,4,1,3,4,1,2,1,4,1,0,2,2,4,3,2
22210.00,Architectural technologists and technicians,2,3,2,3,3,3,1,5,2,3,3,4,1,2,1,0,1,1,1,0,1,1,1,0,0,5,5,0,0,1,1,1,1,3,0,1,1,0,1,0,0,1,1,0,2,1,3,4,2,1,2,4,3,4,3,0,1,4,4,3,1,2,2,3,3,4
